Complaint_ID,Customer_ID,Complaint_Text,Sentiment
CMP0949,C0949,I was charged extra for roaming.,NEGATIVE
CMP0950,C0950,Everything looks fine.,POSITIVE
CMP0951,C0951,Thanks for resolving my last issue.,POSITIVE
CMP0952,C0952,My discount wasn’t applied.,NEGATIVE
CMP0953,C0953,Tax seems incorrect.,NEGATIVE
CMP0954,C0954,Tax seems incorrect.,NEGATIVE
CMP0955,C0955,I was charged extra for roaming.,NEGATIVE
CMP0956,C0956,Everything looks fine.,POSITIVE
CMP0957,C0957,Why was I billed for unused data?,NEGATIVE
CMP0958,C0958,I was charged extra for roaming.,NEGATIVE
CMP0959,C0959,The bill is way higher than expected.,NEGATIVE
CMP0960,C0960,Why was I billed for unused data?,NEGATIVE
CMP0961,C0961,I was charged extra for roaming.,NEGATIVE
CMP0962,C0962,Thanks for resolving my last issue.,POSITIVE
CMP0963,C0963,Thanks for resolving my last issue.,POSITIVE
CMP0964,C0964,Charges match my usage perfectly.,POSITIVE
CMP0965,C0965,"Great service, no issues with billing.",POSITIVE
CMP0966,C0966,"Great service, no issues with billing.",POSITIVE
CMP0967,C0967,I need help understanding my bill.,NEGATIVE
CMP0968,C0968,I was charged extra for roaming.,NEGATIVE
CMP0969,C0969,Charges match my usage perfectly.,POSITIVE
CMP0970,C0970,The bill is way higher than expected.,NEGATIVE
CMP0971,C0971,I was charged extra for roaming.,NEGATIVE
CMP0972,C0972,My discount wasn’t applied.,NEGATIVE
CMP0973,C0973,Why was I billed for unused data?,NEGATIVE
CMP0974,C0974,I was charged extra for roaming.,NEGATIVE
CMP0975,C0975,I was charged extra for roaming.,NEGATIVE
CMP0976,C0976,I need help understanding my bill.,NEGATIVE
CMP0977,C0977,I was charged extra for roaming.,NEGATIVE
CMP0978,C0978,"Great service, no issues with billing.",POSITIVE
CMP0979,C0979,Thanks for resolving my last issue.,POSITIVE
CMP0980,C0980,I need help understanding my bill.,NEGATIVE
CMP0981,C0981,Tax seems incorrect.,NEGATIVE
CMP0982,C0982,Everything looks fine.,POSITIVE
CMP0983,C0983,Tax seems incorrect.,NEGATIVE
CMP0984,C0984,Everything looks fine.,POSITIVE
CMP0985,C0985,Why was I billed for unused data?,NEGATIVE
CMP0986,C0986,Tax seems incorrect.,NEGATIVE
CMP0987,C0987,"Great service, no issues with billing.",POSITIVE
CMP0988,C0988,"Great service, no issues with billing.",POSITIVE
CMP0989,C0989,I need help understanding my bill.,NEGATIVE
CMP0990,C0990,Charges match my usage perfectly.,POSITIVE
CMP0991,C0991,I was charged extra for roaming.,NEGATIVE
CMP0992,C0992,My discount wasn’t applied.,NEGATIVE
CMP0993,C0993,"Great service, no issues with billing.",POSITIVE
CMP0994,C0994,Charges match my usage perfectly.,POSITIVE
CMP0995,C0995,My discount wasn’t applied.,NEGATIVE
CMP0996,C0996,I need help understanding my bill.,NEGATIVE
CMP0997,C0997,Thanks for resolving my last issue.,POSITIVE
CMP0998,C0998,Thanks for resolving my last issue.,POSITIVE
CMP0999,C0999,Thanks for resolving my last issue.,POSITIVE
CMP1000,C1000,Charges match my usage perfectly.,POSITIVE
